,store_name,cmt,time_cmt,category
8092,Oscar Saigon Buffet - Nguyễn Huệ,"Buổi chiêu đãi gọn gàng, lý tưởng cho gia đình
Mình biết đến Oscar thông qua tìm kiếm deal buffet rẻ trên Hotdeal. Thật ra cũng run lắm, vì mấy lần xài deal trước đây cho vụ ăn uống thường không được mấy hài lòng. Mình mua qua ATM Online, có code điện tử luôn trên sms và cứ thế mà đặt bàn thôi. 

Thật với giá 279k/ người thì mình cũng khá hài lòng rồi. Hải sản rất tươi, hào nướng cứ dc đưa ra liên tục, ghẹ gồm ghẹ luộc và ghẹ rang me. Các món hải sản khác như ốc bưu hấp gừng, ốc len xào dừa hơi nhạt nhưng cũng tạm ổn. Các món chả cua, chả đùm ngon, xà lách không được đa dạng lắm, bánh bèo, bánh nậm ok. Gọi 1 cái lẩu ra cực kì ưng ý luôn vì nước lẩu thái rất tuyệt. Cho thêm nấm kim châm, thịt bò và hải sản vào là hết ý. 

Nước uống đa dạng từ nước ngọt, nước dâu tằm, nước La hán quả, bia và nước lọc. Ngoài ra còn có 2 bình vang đỏ và trắng.

Tráng miệng trái cây, chè và bánh ngọt. Riêng mình thấy bánh ở đây hơi khô, chè nấu ngọt vừa còn trái cây thì hơi đơn điệu (chỉ có đủ đủ và thanh long)

Nhân viên nhiệt tình, nhẹ nhàng, lúc nào cũng dạ thưa mình siêu thích luôn ấy.

Ba mẹ mình quen ăn ""sang chảnh"" như ở Legend, Nikko Hotel cũng khen ở đây làm ngon, giá quá ổn cho 1 ks 4 sao. View nhìn xuống siêu đẹp. 


Điểm
Xem thêm",6/09/2015 7:09,Âu
5960,Shabu Ya - SC VivoCity,"Shabu Ya - SC VivoCity
Kì qua ăn tại có chương trình trưa khuyến mãi cho hssv còn 120k. Ăn thấy lẩu ngon lắm. Nước dùng ngon, thịt cũng ngon nữa. Nhân viên phục vụ cũng nhiệt tình lắm, không có phân biệt hssv ăn rẻ hơn hay gì hết.
Nói chung là thích, sẽ quay lại ❤️",2/04/2017 8:57,Bò
9902,Trà Sữa Bòn Bon - Minh Phụng,"Giá bình dân, rất hợp lý
Trà sữa ngon , Giá cực sinh viên mà được 1 ly ú ụ
trà sửa không chỉ 9 10k thoai 
thêm topping đầy đù chỉ 8k 
thạch phô mai , dai dai , béo , rỏ vị như dâu , socola..
không gian củng tạm , tránh nắng quá tốt :D
chị nhân viên thân thiện 
vô là thấy ngta đang ngồi làm thạch luôn í .",26/03/2016 21:30,
11298,Rove - Bánh Cá Nướng Taiyaki,"Rove - Bánh Cá Nướng Taiyaki
Chiều xế buồn miệng, thế là cả team rủ đặt bánh cá về ăn. Nhân bánh đa dạng, mặn ngọt có đủ hết. Ai thích vị gì thì cứ chọn thôi. Vì đặt số lượng nhiều nên giao hàng cũng hơi lâu xíu. Bánh được để trong túi giấy có note tên ở ngoài để không nhầm với các loại khác. Mình đánh giá cao sự chu đáo này. Bánh nóng, đặc ruột, mềm với nhân jambon, paté ở trong vị khá ổn. Ăn tầm 1 cái là vừa tầm cho bữa xế ròi. Giá 12k cho các loại nhân, riêng thập cẩm giá 20k nha",31/07/2016 12:12,
7241,Dookki Việt Nam - Lẩu & Buffet Tokpokki - Lotte Mart Tân Bình,"Quán lúc nào cũng đông !
Quán này thì vì giá hạt dẻ nên lúc nào cũng rất nhiều người xếp hàng nha . Khung giờ hợp lý để không phải đợi chờ là tầm 2:30 - 3h chiều nha mọi người . Lẩu thì mình có thể nhờ nhân viên pha giùm nước sốt sẽ ngon hơn là mình tự làm . Buffet này cũng rất đa dạng , ăn chơi chơi cho vui , phù hợp với học sinh - sinh viên . Quán có rất nhiều món ăn luôn , để mà ăn hết cũng no no lắm nhưng khá ngấy . Vài tháng ăn 1 lần cho vui cũng ok !!",3/01/2020 14:17,Lẩu Nướng
5278,Hana BBQ & Hot Pot Buffet - Mạc Đĩnh Chi,"Mọi thứ đều ok trừ ... bảo vệ
Mình cảm thấy mọi thứ ở đây từ thức ăn, nước uống, nhân viên đều ok. Chỉ trừ một điểm làm mình khó chịu là lúc đi về, mình dẫn xe ra thì bác bảo vệ đứng sau lưng nói ""cho chú xin tiền hút thuốc"". Bây giờ một quán cafe nhỏ cũng free tiền giữ xe chứ nói gì đến một quán lớn như Hana. Mà nghe câu nói xin tiền đó tự nhiên dị ứng. Đến lúc ra về tự dưng lại mất cảm tình",11/05/2017 23:36,Lẩu Nướng
15442,Beer & Barrel - Thế Giới Bia Bỉ,"Beer & Barrel - Thế Giới Bia Bỉ
Mình đó giờ ngại uống bia nhưng đc bạn giới thiệu cho chỗ này mới mở chuyên về các loại bia Bỉ, thích hợp cho mọi đối tượng luôn, nên thế là kéo nhau vào đây
Không gian phải nói là rất đẹp, sang trọng, tinh tế, có nguyên 1 khu vực trưng bày các loại bia, nge đâu trên 150 loại lận áh @@
Tụi mình gọi vài loại bia trái cây cho dễ uống nè, khi order 1 chai bia sẽ có phần snack free kèm theo nha Vừa uống bia vừa nhâm nhi đó
Mỗi loại sẽ có ly thuỷ tinh của hãng kèm theo, cái nào cũng đẹp, mà khoái nhất là cái gáo dừa đi kèm của bia Mongozo Coconut
 Dòng Mongozo mình uống 2 loại Coconut và Banana : loại nào cũng thơm ngon đặc trưng, bia dừa béo béo,bia chuối thơm nồng và hậu ngọt đã lắm
Món chính đi kèm cũng đc đầu tư khá tỉ mỉ từ hình thức cho đến chất lượng
Nhân viên phục vụ vô cùng chu đáo, nhiệt tình và vui vẻ lắm nha Tư vấn cho khách rõ ràng về từng loại bia cho dễ lựa nè
Giá cả tuy có cao nhưng chất lượng nhận đc rất xứng đáng Một đứa k hảo bia lắm như mình sau khi dùng còn thích nữa là
Lâu lâu vào đây thư giãn theo kiểu nhẹ nhàng, êm ái cũng khá ổn nè Thưởng thức bia và relax theo cách riêng của bạn ^^
Xem thêm",16/04/2015 22:54,
3815,Sentosa Food - Cháo Ếch Singapore - Phan Tây Hồ,"Cháo ngon
- so với mấy chỗ khác thì chỗ này cháo ngon. Thịt ếch mặn vừa, không có mùi thuốc bắc quá nặng.
Bánh mì nướng để giòn rụm nát bấy. Điểm trừ ở đây, ăn bột mì chứ ăn bánh mì gì?

- chỗ để xe rộng rãi thoải mái.

- có điều nhân viên ở đây không được happy lắm, thờ ơ, gọi quá trời chẳng ai nghe tui gọi.

- quán khá cũ kĩ. Được khúc phía trên. Chỗ ngồi ít, không có không gian là mấy.
Xem thêm",28/9/2018 17:34,Lẩu Nướng
4063,Bready Bánh Mì Tươi - Burger Đĩa Bay - Bà Huyện Thanh Quan,"Quán bánh mì Tươi
Lần đầu mình đến quán vào sáng nay. Ngay cửa vào là lò bánh cùng quầy bánh mì thơm phức. Sau đó mới tới khu bàn ăn có máy lạnh phía trong. Vợ chồng mình chọn ngồi ở bàn ngay cửa vào, không ngồi máy lạnh.
Ngồi ở đấy nghe mùi bánh thơm thích lắm. Mình gọi bánh tiramisu và 1 cái bánh su. Nước thì 1 capuchino và 1 trà đào cam sả. Theo mình, các món mình gọi vị không đặc biệt, nhưng gọi là ăn được, giá cả hợp lí với chất lượng.
Khi đi tham quan 1 chút không gian bên trong, thấy rộng rãi và thoáng mát. Khách đến đây ăn sáng cũng đông. Bên trong có quầy nước và mình quan sát thấy có kem tươi, nhưng trong menu không đề cập.
Menu quán cho thấy quán kiểu như là 1 nhà hàng luôn, đủ các món ăn, chủ yếu là phong cách Tây, ăn sáng, ăn trưa, ăn chiều, và menu nước cũng khá phong phú. Lướt qua giá cả thấy cũng hợp lí.
Hôm khác sẽ quay lại ăn thử các món khác.
Nhân viên phục vụ cũng nhanh.
Xem thêm",19/11/2017 15:40,Lẩu Nướng
3842,Sentosa Food - Cháo Ếch Singapore - Phan Tây Hồ,"Cháo ếch Singapore
Đi ngang Phan Xích Long thấy quán cháo ếch cũng khá lớn nên ghé vào thử. Giá cũng mềm nha: cháo không 10k, cháo ếch một con thì 45k, 2 con 80k. Mình thấy có mấy vị: cháo quế, cháo hành hành phi, cháo lá dứa với cháo tỏi..., tô bự banh chành luôn. Ếch cũng khá lớn, một phần 45k là ăn đủ no luôn đó. Sốt singapore thấm và đậm đà, chấm bánh mì rất ngon, ăn với cháo thì thấy hơi nhạt xíu ha. Cháo nấu sệt, ăn vừa miệng, ko bị đặc hay lỏng quá, vị thơm nhẹ dễ chịu, mình thấy cháo hành phi với cháo lá dứa dễ ăn mà cũng ngon. Không gian có bên ngoài với trong nhà nữa mà bên ngoài ngồi sẽ thoáng hơn. Nhân viên cũng nhanh nhẹn và chu đáo.",2/11/2017 19:25,Lẩu Nướng
9678,Dì Lan - Cacao Dừa,"Rất ngon
Mình mới phát hiện quán này hồi giữa tháng 7, nghe nói quán lúc đầu ở trong hẻm Nguyễn Tri Phương, sau dời qua Hùng Vương. Vị trí tốt, ngay ngã tư Nguyễn Tri Phương - Hùng Vương. Mặt bằng quán hơi hẹp, bàn hơi thấp, chủ yếu nên mua đem về nhà. Thực đơn quán cũng có nhiều món, chủ yếu là món ăn chơi. Đặc sản của quán là món cacao dừa, vừa thơm vừa béo. Mình thấy có 2 cách ăn món này. Cách thứ 1 mình trộn cả 2 phần cacao và dừa với nhau rồi uống chung. Cách thứ 2 mình nhâm nhi phần cacao ở trên, đợi sinh tố dừa ở dưới tan một phần (uống trực tiếp thì hơi ngọt) rồi uống. Món này vừa thơm, vừa có vị ngọt của cacao, vừa có vị béo của dừa. Sau này mình sẽ gọi thử bánh flan và sinh tố.
Xem thêm",1/08/2018 12:01,Lẩu Nướng
6237,Isushi Buffet Nhật Bản - Trường Sơn,"Chất lượng giảm
Trước mình có ăn ở chi nhánh*** rất ngon và xứng đáng với giá tiền, bây giờ đổi menu, không biết có đổi chủ luôn không mà menu thì chán, đồ ăn thì nuốt cho đỡ đói chứ thất vọng thật sự
Mình tổ chức liên hoan cho team đông người, đã chọn quán khác nhưng cuối cùng vì xa mọi người không đi được mới đổi qua Isushi gần công ty mình để dễ di chuyển, và mọi người ai cũng chê đồ ăn, mình cảm thấy rất ngại vì mình là người chọn quán 😔
- Mình muốn ăn rong nho, hỏi nhân viên phục vụ cho chị dĩa rong nho, bạn ấy hỏi ngược lại mình rong nho là gì chị? Làm trong quán sushi mà hỏi câu đứng hình, cuối cùng thì quán trả lời là không có rong nho, quán sushi mà không có rong nho, lần đầu mình thấy :) 
- Salad ngày xưa menu cũ có nhiều loại, bây giờ còn mỗi salad bó xôi, không đậm vị, ăn đi ăn lại chán ngát vẫn phải ăn chứ không còn sự lựa chọn
- Sashimi cá hồi không tươi, ăn quán khác miếng thịt cá hồi mềm tan trong miệng, ăn ở đây miếng thịt cứng sực sực, khô, cứ đọng lại ở cổ nuốt không nổi 
- Maki cuốn rất tệ, làm như cho có, khô khốc, ăn không đọng lại hương vị gì, gắp lên bung hết cả cuộn ra, chất lượng maki thua xa các quán khác mà mình đã từng ăn, bàn mình bỏ maki là nhiều nhất 
- Đầu cá hồi nướng cũng không ngon, một số ý kiến trong team mình còn bảo là bị tanh
- Menu tráng miệng thì hết kem vani, chỉ còn kem socola, ai không ăn được thì xác định nhịn ngồi nhai trái cây, mình nhớ menu trước còn có cả yogurt matcha tráng miệng thì phải, giờ nhìn lèo tèo chán chả muốn ăn
- Mọi người ăn xong ai cũng bảo thất vọng, sao ngày xưa ăn ok lắm mà giờ kì zậy nè, mà giá thì đâu phải gọi là rẻ
Vớt vát lại chút điểm cộng là nhân viên nhiệt tình, phục vụ tạm ổn, đồ ăn lên cũng không lâu lắm nhưng tính tiền thì rất lâu
Sẽ là lần cuối cùng ăn ở chuỗi Isushi, không dám quay lại nữa
Xem thêm",11/01/2020 7:52,Lẩu Nướng
662,Làng Nướng Nam Bộ - Tô Hiến Thành,"Quán đẹp, phục vụ tốt
Quán sạch, đẹp, rộng rãi, đồ ăn khá ngon và phục vụ tận tình.",26/2/2018 21:48,Lẩu Nướng
14647,Stix - Hải Sản Cao Cấp,"Nhà hàng Stix - Le Quý Đôn
Những món ở đây rất mgon và phong phú, nem nếm rất vừa miệng, có dịp sẽ quay lại",3/04/2014 22:23,
1306,Chilli - Lẩu Nướng Tự Chọn,"Chilli - Lẩu Nướng Tự Chọn
Thấy quảng cáo hàu còn có 4k/ con rẻ quá nên mình đến ăn liền nè. Trời mưa mà đi ăn hàu nướng nóng hổi đã quá chừng lun. Mà con nào cũng mập mạp tươi ngon. Ở đây làm nhiều sốt cũng thú vị phết. Mình thích sốt tiêu nhất. Có ăn thử crawfish nữa, ăn hơi cực nên vẫn thích hàu hơn.",7/8/2019 1:06,
12192,Starbucks Coffee - New World,"Bảo vệ thô lỗ vòi vĩnh tiền khách hàng
Bảo vệ thô lỗ vòi vĩnh tiền khách hàng",10/03/2021 23:11,
4621,Quán Ụt Ụt - Barbecue & Beer - Võ Văn Kiệt,"Ột ột
Đi ăn Ụt Ụt với gia đình. Cảm nhận đầu tiên về món ăn là đúng chất kiểu Tây thật, sườn ngon, đậm đà, mà cái món sườn gì xé xé vụn phía trên cái bánh burger đó, mình k biết tên là gì vì gia đình gọi nhưng ăn vào thì khô lắm, để lâu ăn cũng ngán vì nạc nhiều (mặc dù mình là người hạm ăn thịt nạc mà vẫn bị ngán). Kêu 1 burger gà 6 múi 180k đầy ú ụ kèm khoai tây chiên để 1 mình mình ăn, khá ngon, tuy nhiên thịt (hình như thịt heo xông khói vì thấy trong menu ghi v) thì hơi cứng giống khô bò v á, và rất mặn, mình ăn 1 nửa cái burger mà uống hết 1 ly coca bự luôn, nhờ đó kêu thêm mới biết đc refill nc miễn phí :))
Khoai tây nghiền và nui ngọt phô mai khá ngon.
Nhân viên nhiệt tình tư vấn, mấy bạn cũng hiền nữa, không gian ấm cúng, đi tầm chiều quán chưa bật đèn nên hơi tối, bù lại có máy lạnh :)) tổng thiệt hại 1tr715 nhưng giá khá ổn so vs chất lượng.
Điểm k thích duy nhất là gởi xe 10k nhưng bãi gởi xe hơi xa vs sân bãi quá tệ, lồi lõm dắt xém ngã xe luôn, còn chật nữa. Nếu có đánh sao dành cho gởi xe thì mình chỉ cho 3* thôi nhé.
Xem thêm",20/2/2019 20:41,Lẩu Nướng
8692,Bánh Mì PewPew - Út Tịch,"Mua bánh mì gà không gà
Mình đến tận quán mua bánh mì gà mang về nhưng khi về đến nhà mới biết là nhân viên quên bỏ gà, tốn 30k để ăn ổ bánh mì không 🙂 hy vọng lần sau nhân viên sẽ cẩn thận hơn.",12/05/2019 20:46,Cơm
15021,New York Steakhouse Sài Gòn,"QUÁ TỆ CHO QUÁN NƯỚC NGOÀI !
QUÁN CÓ CHUỘT CỐNG! Đang ăn bánh mì và con chuột nhảy lên bàn ! May cho họ tôi đã trả tiền trước! Steak ra thì làm quá ! Tôi là khách hàng vip thường xuyên qua nhưng sau lần này NEVER NEVER ! MẤT VỆ SINH VÀ QUẢN LÍ NAM BẤT LỊCH SỰ",25/02/2018 19:26,Lẩu Nướng
6618,Hoàng Yến Buffet - Vincom Center,"Đồ ăn ngon và phong phú
Thường thì đi ăn buffet đồ ăn sẽ không được ngon. Nhưng mà thật sự thì lần này rất hài lòng về chất lượng đồ ăn ở đây, đa số là món Việt nên khá vừa miệng, phục vụ thì rất ok, chỉ cần gọi là họ đến ngay, dọn đĩa thức ăn cũng rất. Ở đây có cả wifi nữa. Nhất định sẽ quay lại",27/06/2015 9:59,Buffet
4399,Kim - Cháo Ếch Singapore,"Kim - Cháo Ếch Singapore
Món ăn hấp dẫn, ngon tuyệt",1/10/2023 14:22,Buffet
4665,Quán Ụt Ụt - Barbecue & Beer - Võ Văn Kiệt,"Ụt Ụt Quán - Barbecue & Beer - Võ Văn Kiệt
Ụt Ụt Quán - 168 Võ Văn Kiệt , Quận 1 , HCMC
Bạn bè rủ đi nhậu mà không biết quán nào hay hay thì có thể ghé ở đây. Và thường quán rất đông nên phải đợi một chút nha các bạn. Nhưng bù lại đồ ăn ở đây rất lạ và ngon , còn có phục vụ tháp beer để ăn chơi hết mình nhen.
Món trong hình là Giò Heo Tham Ăn được tẩm sốt đào rồi nướng , ăn khá là kích thích giữa mặn và ngọt chua hoà lẫn
P.s : lên tầng trên cùng cho mát với view đẹp nhen",24/11/2017 10:28,Lẩu Nướng
9806,Cá Viên Chiên - Lương Hữu Khánh,"Quán đông quá
Nghe danh đã lâu nay mới được đến quán thử. Cá viên chiên ở đây siêu nổi luôn ạ, quán khá bé, nhưng gần noel không gian trang trí decor đẹp lắm, đén led, quả cầu đủ màu treo khắp mọi nơi. Đến đây hầu như lúc nào cũng full bàn, muốn ăn tại chỗ thì phải đợi, Quán siêu nhiều món ăn luôn, cá viên, bò viên, tôm viên, trứng bắc thảo chiên blah blah.... tha hồ lựa chọn. Hôm nay đi ăn mà tham gọi siêu nhiều ấy, ngồi mãi mới ăn được hết. Ở đây đồng giá 8k/xiên không ăn hets có thể mang về nhé. Nói chung là nên thử cho biết",23/12/2017 21:41,Lẩu Nướng
2877,TacoLeo - Ẩm Thực Mexico - Hồ Hảo Hớn,"Mùng 4
Có call đặt bàn vậy thôi chứ quán chả có ai. Chắc mình mở hàng haha.
 Điểm cộng: Vị đồ ăn ngon, nhân viên khá tốt. 
- Taco cheesy vị bò, ngon đậm vị, vừa ăn, sốt ngon. 
- Burrito bò luôn, ăn gà mấy nay nên gọi menu bò không thôi. To vãi chưỡng haha, gồm cơm bò salad cà chua sốt và phô mai, bạn mình nói ngon.
- Bowl salad, ăn cũng ngon vị chua ngọt đều nhau cũng good lắm. 
- Bánh kẹp vị bò, cái gì đó quall... ko nhớ tên tiếng anh haha, thích nhất bánh này nè. Ăn đỡ ngán hơn pizza.
 Điểm trừ: WC đặt giữa quán 😂, bất ngờ luôn
Xem thêm",31/1/2017 14:44,Cơm
11569,Trái Cây Tô Alley Fruit Cocktail - Lý Tự Trọng,"Trái cây tươi
Quán nằm trong hẻm, đầu hẻm có bán nhiều món như hủ tiếu, bột chiên mình chưa thử. Quạn có mấy cái bàn, khách đến thì xếp ra ngồi nép vào vì cũng là hẻm chung. Mỗi tô trái cây có kèm hủ yaua, có kiwi, dâu, mít, nhãn, thanh long, đu đủ, dưa gang,...mỗi thứ một chút. Có để chén đá bào riêng, ai thích lạnh thì bỏ vô. 
Điểm trừ: gửi xe đối diện hẻm (gần family mart), thu 5k",15/07/2015 0:57,
14109,Park Lounge - Park Hyatt Saigon,"Thưởng thức trà
Người ta thường uống trà chiều nhở mà gia đình mình đi ngang nên thôi thưởng thức vào buổi sáng luôn :))
Không gian sang trọng , lịch sự , ấm cúng 
Bộ tách trà đẹp quá , nhìn rất sang . Trà ngon, rất thơm , có ăn kèm theo bánh . Vô đây mà gọi nước tráicaay thì hơi uổng nha tại rất bình thường mà giá cao cả gần trăm nghìn hì
Giá cà khá cao",22/04/2016 13:25,
15379,Maxim's - Nhà Hàng Sang Trọng,"Maxim
Nhà hàng sanh chảnh rồi nè, menu đa dạng nhiều món á. Lên món nhanh nữa và mấy bạn phục vụ cũng khá okie luôn ;) Mình order gỏi cuốn và chạo tôm, chạo tôm ăn ghê, đó giờ mình hơi bị mê món này nè. Thịt nướng cũng ngon nữa, mà hơi ít, có 2 3 xiên ăn không thấm gì cả. Bò xào mình không thích lắm, bò tuy mềm mà xào chung với ớt rồi hành tây lum la, toàn nguyên liệu không hợp mình. Nhóm mình còn ăn thêm cơm cho no, cơm nhìn vậy chứ nhiều nha.",3/05/2018 20:52,Âu
3223,Nhà Hàng Ngon - Pasteur,"Không tôn trọng khách, thái độ thờ ơ
Quán này mình có ăn từ hồi lâu còn ở bên NKKN, sau khi qua bên Pasteur này phần vì ko có chỗ đậu xe hơi, phần vì đi hơi ngược đường nên 1 thời gian lâu chưa ăn lại; vậy nên hôm qua nhà mình quyết định đi ăn lại thử.
Điểm cộng là quán decor đẹp, menu phong phú & hình ảnh rõ ràng dễ lựa chọn, mình đoán cũng phải tầm 350+ món, bao gồm món Việt, Hàn, Thái, Nhật, TQ . Giá cả thì hơi cao vì ngay khu trung tâm & phục vụ khách nước ngoài nhiều, đồ ăn nêm nếm theo người nc ngoài chứ ko thuần Việt
Tuy nhiên hwa trước khi ghé mình đã gọi trc về việc có chỗ đậu xe hơi & đc confirm là có. Khi tới nhà mình phải đậu tầm 10p (mặc dù lúc đó chỉ tầm 6-7 khách đang chờ bàn) thì mới có nv (ko biết phải bảo vệ ko vì ko mặc đồng phục) ra hướng dẫn đậu xe ngay vỉa hè. Mình có hỏi lại anh chắc ko vì để đấy sẽ bị C.A đô thị xuống làm bb nhưng vẫn rất chắc chắn & thu tiền trước???. Okay fine, sau khi ăn xuống xong xuôi & xuống xe thì mới thấy quản lí đô thị xuống từ khi nào & họ đòi phạt vì nhà mình đậu xe xuống lòng đường, QLĐT còn nói rằng nếu đúng thì bv phải hướng dẫn vào đậu building đối diện, nếu bv thu tiền thì nhà hàng phải xử lí cho gia đình. Okay mình vào nói nv kêu ng có thẩm quyền ra giải quyết thì họ bắt đầu bơ & nói đag bận đón khách. Mình yêu càu gặp quản lí vì trời bắt đầu mưa to & nhà mình có em bé thì nv bảo đang đi kiếm quản lí, nhưng ko biết đang ở đâu vì quản lí đang đi lòng vòng nhà hàng??? Really??
Phải thêm 10p nữa thì có 1 nv bv ra, và nói nhà mình đứng đâu ổng kiếm nãy giờ?? Trong khi cả nhà đang đứng chình ình ngay cổng?? WTF?? Và vòng vo hồi 15p nữa thì có thêm 1 người - có - vẻ - là - quản - lí ra đứng ngó ngó & đi vào lại bên trong. NV reception thì lại nói với mình là bv ở đây chỉ coi giùm xe thôi, còn nãy nhà mình gửi tiền cho họ uống cafe??? WTF, tiền uống cafe mà đòi thu? R khi khách bị giữ xe thì mất tăm.
Trong suốt gần 4-50p mình bị kẹt ở quán Ngon, tuyệt nhiên ko có bất kì sự xin lôi nào cho gia đình mình, thậm chí có nhân viên còn kêu nhà mình đứng gọn vào để tránh cho khách đi qua mặc dù lúc đó sân đang kẹt cứng vì trơi mưa???
Suốt thời gian chỉ toàn đổ lỗi, trốn tránh trách nhiệm & thờ ơ với sự việc.
Thật đáng thất vọng cho 1 nhà hàng khá ok tại trung tâm thành phố.
Mình sẽ share lên GG, Tripadvisor, FB & tất cả social media channel.
Chúc vui
Xem thêm",9/7/2018 12:17,Lẩu Nướng
12577,Morico - Contemporary Japanese Lifestyle - Vincom Center,"Morico - Contemporary Japanese Lifestyle - Vincom Center
Hai vợ chồng đi ăn nhiều trong Vincom đồng khởi chỉ có mỗi Morico là đa dạng về menu , có được nhiều sự lựa chọn , không gian hơi nhỏ hơn so với mấy quán khác nhưng đổi lại nhân viên nhiệt tình . Món ăn ngon thích cái vẹm mentai, mì gà trà xanh , nước trà rang vị lạ thơm, ngon. Thường hai vợ chồng ăn no 1 người tầm 250k đến 300k , giá hợp lý cho trải nghiệm tốt .",28/04/2019 22:21,Lẩu Nướng
1895,Busan Korean Food - Món Hàn Quốc - Đinh Tiên Hoàng,"Giá bình dân, rất hợp lý
Hôm bưa mình có oder một phần gimbap ở đây mình thật sự rất hài lòng luôn í gimbap vưa ngon vừa rẻ phần nước chấm gimbap thật là hoàn hảo luôn í lúc mình mua còn được tặng một phần kim chi nưa mình chắc chắc sẽ quay lại quán vào một ngày hết dịch",13/6/2021 9:00,
13591,Lotte Hotel Saigon - Buffet Atrium Café,"Lotte Hotel Saigon - Buffet Atrium Café
Chất lượng tuyệt vời",18/09/2023 12:17,
1512,Bún Đậu Homemade - Hồng Hà,"Bún Đậu Homemade - Hồng Hà
Ngon thì có ngon nhưng mắc quá 
Nhất là bún thêm, 1 phần 12k ít, lần đầu tiên ăn bún đậu mà 1 mình t ăn phải order 6 phần bún thêm 72k mới đủ no các bạn ạ :)) Chắc mắc do hộp đựng. Gần Tết thấy quán lại tăng thêm mỗi món 3k :))",19/1/2020 22:41,Lẩu Nướng
10779,Bà Bắc - Bánh Tráng Cuốn Trộn,"Bà Bắc - Bánh Tráng Cuốn Trộn
thấy nổi tiếng nên mình cũng ghé ăn thử cho biết 
mình tưởng 10 cuốn là nhìu lắm ai ngờ có chút xíu à mà ăn cũng kh có gì đặc biệt hết 
còn bánh tráng cuốn đỏ thì cũng bth nốt ))) nch là ăn kh phải là ngon nhưng cũng kh dở",2/10/2018 20:22,Bánh Tráng
13789,Nineteen Buffet Restaurant - Caravelle Saigon,"Nineteen Buffet Restaurant - Caravelle Saigon
lịch sự, sang trong, thân thiện, nhiệt tình",28/09/2023 10:04,
15992,Việt Kitchen Buffet - Renaissance Riverside Hotel,"Việt Kitchen Buffet - Renaissance Riverside Hotel
Vị trí : nằm ngay vòng xoay nên dễ bị vượt qua mà không để ý 
Không gian : không rộng lắm nhưng sang trọng , tiện nghi , nói chung là đẹp <3
Phục vụ : tận tình , nhưng mình có ghim anh phục vụ kia là lúc anh đang đi gấp í thì nói vô mặt mình là: "" sôi "" trong khi với người khác thì rất nhỏ nhẹ ?😀 còn nhiều bạn dễ thương lắm , nếu đứng ở quầy thức ăn lâu 1 chút là sẽ có bạn đến hỏi liền 
Giá cả : Buffet tối trên 1000k nhưng mình được giảm 50% còn 600-700k 
Món ăn : điểm đặc biệt là ở đây tôm hùm không giới hạn , muốn ăn bao nhiêu thì ăn , hải sản tươi , sashimi cá hồi ngon lắm luônn ,tráng miệng béo và đa dạng , trái cây rất tươi mặc dù khá ít món nhưng nói chung rất chất lượng 👍
Xem thêm",19/11/2017 8:55,Âu
13304,The LOG Restaurant,"Tạm ổn !
Tháng 7 vừa rồi có dịp ghé the Log. Không gian ở đây đẹp & ấm cúng. Nhân viên nhiệt tình & lịch sự. Nhưng đồ ăn chưa xứng tầm 5*. 
Ở đây chỉ ăn đc mỗi tôm hùm nhưng tôm lại khô và ko tươi vì đã làm chín sẵn, thịt tôm ko đc ngọt.
Cua - gọi là cua thịt nhưng lại ko có thịt - cũng giống như Hào- mình ko ăn đc dù 1 con :(( 
Còn cá hồi, cá ngừ & sushi cảm giác ko đc tươi.
BBQ nói chung tạm ổn, còn nhiều món á âu & tráng miệng đa dạng nhưng mình ko quan tâm lắm mấy món đấy.
Nói chung thất vọng về sự tươi ngon của 1 nhà hàng gọi là 5* nhưng bù lại tổng thể mình đã có 1 buổi tối lãng mạng tại đây.
Xem thêm",2/08/2019 12:51,Âu
9594,Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh,"Cơm Trộn 2 Cô - Xô Viết Nghệ Tĩnh
Quán nằm trong hẻm ,chạy thẳng vào là thấy , để xe phía đối diện.
Không gian tuy nhỏ nhưng bàn ghế nhiều , trang trí khá bình thường , có điều hoà nhưng ko mát lắm
- Thức ăn ngon , mình order maki gà chiên , bánh gạo cay và cơm trùm trứng. Cơm trùm trứng rất ngon , chỉ có trứng ở ngoài là hơi cháy cháy 1 xíu . Maki gà cuộn to , ăn được . 
- Nhân viên dễ thương , nhiệt tình , chú giữ xe cũng vậy😌😌",28/09/2017 9:20,Cơm
5384,D'Maris - Buffet Cao Cấp - Parkson Cantavil,"Ok
Mình ăn buffet trưa giá 328k. Món ăn nhiều, giá ổn so vs chất lượng. Đặc biệt bò beefsteak cực kì ngon. Ko gian sang trọng, nhân viên chu đáo.",12/02/2019 20:20,Âu
15319,Kingdom Karaoke Nhà Hàng - Phạm Viết Chánh,"Kingdom Karaoke Nhà Hàng - Phạm Viết Chánh
Giá quá mắc 1 cách vô lý, được cái không gian sang trọng và âm thanh rất hay. Nhà vệ sinh bẩn. Quán to và sang trọng nhưng thang máy nhỏ xíu, chỉ chứa được tầm 4,5 người. Nhân viên không thân thiện",20/12/2014 15:48,Lẩu Nướng
