,STORE_NAME,DATE,DATETIME,CATEGORY,REVIEW_RAW
284,Mo Mo Paradise - Nguyễn Thị Minh Khai,09/2018,15/09/2018 16:14,Âu,"Lẩu ngon, giá cả chấp nhận được
Hôm nay cùng bạn đi ăn thử lẩu ở Mo Mo. Không gian quán sang trọng và rộng rãi, có vách ngăn giữa các bàn tạo cẢm giác riêng tư. Tụi mình chọn lẩu đơn sukiyaki giá buffet là 338k chưa bao gồm nước, thêm nước 38k nữa. Bạn nào thích thử 2 loại nước lẩu thì chọn phần 388k lẩu đôi nhé. Phần rau và nấm thì ở quầy tự chọn. Riêng thịt bò thì nv sẽ mang ra cho mình, nv tiếp thực rất nhiệt tình, đợi mình hết sẽ mang thịt ra liên tục. Theo mình thịt bò nhúng ngon và ít mỡ, khá chất lựơng. Ăn xong có tráng miệng 5 vị kem, theo mình kem socola đậm và ngon nhất. Ăn thịt bò xong nhúng vào chén trứng cũng rất lạ. Mong quán bổ sung thêm quầy thức ăn tự chọn hay trái cây thì sẽ đáng tiền hơn. Review cho mn ăn thử nhé.
Xem thêm"
285,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,06/2017,6/06/2017 23:28,Âu,"Nhân viên rất thân thiện
Mình đi ăn buffet hải sản ở đây tối thứ 7 vì chương trình ưu đãi 50% dành riêng cho thẻ Premier của HSBC , bao gồm cả free flow wine . Không gian trang trí đúng kiểu khách sạn Caesar Palace ở Las Vegas, Mỹ. Besides, nhân viên ở đây rất thân thiện, cả đêm họ đi châm wine cho bàn mình không cũng thấy thương rồi. Đã vậy Mình còn yêu cầu thay đổi between red wine & white wine cho phù hợp với từng món ăn thì họ cũng vui vẻ đồng ý. Nói chung là bỏ tiền vào đây ăn chủ yếu là service good! 

Còn về chất lượng các món ăn, mình thấy cũng OK. Không phải excellent nhưng cũng không tệ. Cả đêm mình ăn chắc cũng được 5, 6 con tôm hùm cho nên thấy vậy cũng xứng đáng. LOL. Dessert cũng tạm được, không được excellent như các nhà hàng khác. 

Red wine/ White wine: wine rất chất lượng, ngon & thơm. Hiếm có chỗ nào free flow wine mà dùng rượu ngon như ở đây. Excellent.
Xem thêm"
286,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,06/2018,23/06/2018 13:54,Âu,"Tốt, sẽ quay lại.
Kỉ niệm tròn 1000 ngày vợ chồng mình quyết định đi ăn ở đây vì anh nhà mình từng ăn, khen tấm tắc, phần là vì mình là thành viên của Accor Plus nên ăn 2 được tính tiền 1. 
Điểm cộng: 
- Không gian đúng chuẩn 5 sao, nhẹ nhàng, lịch sự. 
- Các bạn lễ tân rất nice, nếu book trước thì báo lên là có góc đẹp ngồi rồi. 
- Đồ ăn khá fresh (âu, á, vn) có đủ hết. 
- Suggest các bạn tới sớm, tới trễ có vài nhóm vn đông và ồn chịu không thấu (chưa kể chen lấn ko xếp hàng). 
- Tôm hùm lên liên tục, cua mau hết. 
- Quầy món hoa có vịt quay bắc kinh và xá xíu rất ngon. 
- Giá 1,600,000/ người bao gồm rượu, bia, nước ngọt, nước ép (refill thoãi mái). 
- Quầy bánh ngọt okay. 

Điểm trừ: 
- Nhạc trong nhà hàng và nhạc ở sảnh hoà vào nhau nghe như 1 bản giao hưởng KHÓ HIỂU. 
- Nếu ai thích BBQ và Steak thì chỉ có tối t4 và tối t5 thôi hơi đau lòng tí. 
- Các anh chị có con nhỏ đi ăn chổ lớn nên dạy các bé xếp hàng, chứ ko phải cứ là con nít thì chen và đẩy. Cũng như các khách khác đang bưng đồ thì các ac khuyến khích con mình chạy nhảy như các vị thần vậy thì cả nhà nên nấu cơm ở nhà ăn hay hơn. 

Còn lại không có gì để chê.
Xem thêm"
287,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,10/2017,26/10/2017 22:29,Âu,"Không đặc sắc
- Món ăn: đa dạng nhưng không thật sự chất lượng. Mình ăn tối thứ 7, tôm hùm nhỏ, rất nhiều con thịt bị bở. Quầy hải sản không ghi có những loại gì, mà cũng giấu hết ở đâu chả thấy, phải biết để tự ra mà gọi. Các loại dimsum dở, mình nói thật là chất lượng chỉ tầm dimsum đóng gói trong sthi. Được nhất là món vịt quay bắc kinh.
- Không gian: nhỏ và bí. Trang trí được nhưng bàn xếp rất sát nhau.
Tóm lại là không có gì đặc biệt và chỉ ăn 1 lần cho biết thôi."
288,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,10/2018,10/10/2018 17:09,Âu,"Không ngon
Không gian đẹp,sang trọng, đồ ăn không nhiều bằng bên Novotel, có quầy sushi là đáng đồng tiền bát gạo nhưng mình k ăn được đồ sống, xiên cừu nướng k hạp vị,pizza cứng,có món gỏi là ngon,bò hơi xác và khô, soup bí đỏ không mịn, dimsum không ngon,hải sản thì tuy là 5* vậy mà mực làm chưa hết phần xương sống và ăn tôm mực,nghêu k được tươi.có 1 điểm trừ nữa là lúc uống trà, mang ra ly vẫn còn vệt dơ😔.Nhân viên nhiệt tình,nhưng không quay lại đâu.hix"
289,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,08/2019,26/08/2019 13:29,Âu,"Mezz - Buffet Tương Tác - Sofitel Saigon Plaza
Cuối tuần rồi vợ chồng mình có ăn buffet bên nhà hàng , theo cảm nhận mình là đồ ăn ngon đặc biệt rất ấn tượng với bên phần đồ tráng miệng . Cua , ghẹ và tôm tươi nhưng do sức ăn ít nên chỉ ăn được mỗi thứ vài con . Thái độ nhân viên phục vụ rất tốt , Nhưng dọn bàn hơi châm . và đồ ăn hình như chỉ ra 1 lần o thấy châm các món tráng miệng và trái cây ."
290,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,08/2016,20/08/2016 23:31,Âu,"Buffet Hải Sản Mezz - Sofitel Saigon
Bước vào nhà hàng là một không gian sang trọng, thoáng đãng. Nhân viên rất nhiệt tình. Hành lang rất đẹp, thích hợp sống ảo,hihi
Món ăn thì khá nhiều, từ món hoa, nhật cho tới các loại hải sản từ sống đến chín.
Xá xíu thịt heo là món mình thích nhất. Mùi vị rất ngon, vừa miệng.
Tôm hùm bình thường. Cá nhân mình thấy hải sản ở đây có vẻ không tươi lắm. Tôm, ghẹ, ốc.. mùi vị bình thường, không để lại ấn tượng gì. Mình lựa ốc rồi nhờ nhân viên hâm nóng lại, nhưng vẫn không thấy ngon
Góc tráng miệng nhìn vô cùng hấp dẫn. Nhìn là muốn ăn tất tần tật luôn. Nhưng bánh thì cũng không đặc biệt. Mình thích kem sô cô la.
Giá nước khá ""cứng"". 1 lon coca cola là 95k, thêm VAT nữa là 100 mấy.
Vì mình được tặng phiếu đi ăn miễn phí nên không thấy tiếc. Chứ nếu là tự mình bỏ hơn cả triệu đi ăn như vầy thì thực sự thấy tiếc lắm.
Xem thêm"
291,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,04/2018,1/04/2018 23:39,Âu,"Mezz - Buffet Tương Tác - Sofitel Saigon Plaza
Mình ăn ở đây cũng lâu rồi giờ mới review. 
Mình ăn buffet 1tr5/ người
Đồ ăn phong phú từ Âu sang Á (Tây,Tàu, Vn,Nhật)
Đối với mình ở đây chỉ có đồ Âu là ngon nhất. Món làm mình nhớ nhất ở đây là món thịt nướng (nướng nguyên khối thịt luôn). Thịt rất ngọt, bên ngoài hơi mằn mặn bên trong ngọt, mọng nước. Từ khoảng cách khoảng 0,7m mỗi lần phục vụ cắt thịt là mùi thơm sộc lên mũi thơm lắm! 
Còn lại thì ăn okay 1 vài món hơi... tệ. Ví dụ như dimsum (vỏ sượn, ăn toàn vị bột, k cảm nhận đc thịt, sashimi cá hồi quá ngấy, tráng miệng thì hơi ngọt với khẩu vị cuat mình).

Về vấn đề phục vụ thì quá tốt rồi k có gì mình phiền lòng.
Xem thêm"
292,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,04/2017,2/04/2017 9:00,Âu,"Ngon
Nhân dịp sinh nhật mình thì bố mẹ dắt nhà mình đi ăn ở đây lại. Theo mình cảm nhận thì lần 2 ăn vẫn thấy chỗ này rất ngon :))) Hải sản tươi, các kiểu cá nướng rất ngon luôn. Mấy món nóng cũng chất lượng nữa. Quầy sushi sashimi rất tươi luôn, nhân viên cắt mỏi tay :)) Thích nhất là quầy tráng miệng luôn huhu chất lượng vô cùng, tháp socola rồi kem cuộn các kiểu. 
Nhân viên lịch sự vô cùng mình vừa đi là đến lấy đĩa dơ giúp mình rồi. 
Mình ăn tối thứ 7 có thuế luôn là 1605k/ng, mà bố mình có voucher đi 4 tặng 2, nhà mình đi 4ng nên chỉ tính có 2 người thui :))) nên ăn no mà ko thấy lỗ :))) vì đc tặng voucher nên nhà mình mới đi chứ bình thường cũng ko đi vì mắc quá :)))
à lo ăn ko chụp nên mình chỉ quay quầy tráng miệng thôi)) à mình quay 2 clip lận mà foody chỉ cho đăng có 1 clip ko hiểu sao T.T
Nếu có tiền thì sẽ quay lại :))
Xem thêm"
293,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,03/2019,2/03/2019 9:46,Âu,"Buffet trua
Không gian đẹp sang trọng, cá hồi sashimi là xứng đáng nhất, dimsum rất tệ cho một đầu bếp 5 sao, vịt quay ngon, phô mai các loại ngon, salad ngon, pizza rất cứng và tệ. Các món bò gà hải sản bình thường, tráng miẹng trái cây ít, bình thường. Nói chung nếu có thẻ thànb vien được giam 50% thì đáng để ăn. Còn ko thì mắc vì chỉ có sashimi là ăn ngon thoi."
294,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,04/2016,2/04/2016 21:57,Âu,"Buffet ngon, sang chảnh
Nhiều quầy quá, kể từ từ nha :P
-Quầy teppan: cực nóng ngon, mình ăn 10 con hàu Pháp nướng phô mai luôn. Bò cũng rất mềm ngọt, ăn vớt sốt tiêu thì phải, có bạch tuộc nữa. Những món làm sẵn thì nhiều lắm, mỗi món gắp có 1 miếng nhỏ xíu ăn thử nên quên tên rùi. Mình đi thứ 5 KHÔNG có tôm hùm nha T.T
- Quầy cheese: mình khá hảo cheese, nên mỗi loại cắt 1 que, ăn với salad (có đủ loại sốt) hay raisin cũng đc. Ăn ngán mún té xỉu lun nên mấy bạn hỏi nhân viên cái nào mắc mà ngon thì ăn ha )) Đừng quên pate tự làm, ngon thần thánh :"")
-Quầy Á: có dimsum, vịt quay,... Mình ko đụng 1 món nào vì để dành bụng 
-Quầy Nhật: rất nhiều loại sushi vào sashimi, cả trứng cá nữa. Xếp trên thuyền rất art nghen :"") Sắp hết là nhân viên làm liền. Mình đi tới đi lui quầy này hoài ngại ghê :"")
Kế bên có cua ghẹ tôm sò, mang qua teppan ngta làm nóng ăn cho ngon 
-Quầy tráng miệng: đẹp lắm lun huhu. Bánh nhỏ nhỏ xinh lắm, nguyên cái tháp chocolate rất chất luôn. Có quầy kem trộn nữa. Mẹ mình thích quầy này hehe

Nhớ uống kèm rượu vang ;)

Bon appétit ❤️❤️❤️
Xem thêm"
295,Maxim's - Nhà Hàng Sang Trọng,05/2018,3/05/2018 20:52,Âu,"Maxim
Nhà hàng sanh chảnh rồi nè, menu đa dạng nhiều món á. Lên món nhanh nữa và mấy bạn phục vụ cũng khá okie luôn ;) Mình order gỏi cuốn và chạo tôm, chạo tôm ăn ghê, đó giờ mình hơi bị mê món này nè. Thịt nướng cũng ngon nữa, mà hơi ít, có 2 3 xiên ăn không thấm gì cả. Bò xào mình không thích lắm, bò tuy mềm mà xào chung với ớt rồi hành tây lum la, toàn nguyên liệu không hợp mình. Nhóm mình còn ăn thêm cơm cho no, cơm nhìn vậy chứ nhiều nha."
296,Mandarine - Ẩm Thực Việt Nam Cao Cấp,05/2013,16/05/2013 13:03,Âu,"Không gian sang trọng nhưng mắc
Ăn thử set menu mới trong mùa hè ở đây, gồm có - 
Rau càng cua trộn thịt bò & cua - nhạt 
Chả giò chiên - cũng được, không cảm thấy đặc sắc như 1 số bạn vẫn hô hào
Cơm chiên bó xôi sò điệp - có màu xanh nhìn mát mắt, ăn thì ừ gọi là...
Sườn nướng quế - thơm nồng, thịt ngọt mềm
Cá xốt quýt - không biết ăn hải sản nhưng nước xốt độc đáo chua dịu
Trâng miệng bánh trân châu - ngon!!!

Không gian tuyệt vời, đẹp và sang trọng khỏi bàn cãi. Thích cái xì tai này, như bước vào cõi mộng, rất chi lung linh huyền ảo. Ghét cái là phải đi ra Madarin Hội An lấy xe. Giá cả thì kiểu cháu đã máu đừng hỏi bố cháu là ai, nhưng một khi đã hỏi thì máu mấy cũng chết vì mất máu thôi!!!

Tớ được ăn thử miễn phí, nhưng nghe đồn ~1.680.000VD/pax đoá nha nha nha.
Xem thêm"
297,Lẩu Tôm Càng Xiên - Bà Hạt,01/2019,5/1/2019 20:39,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Nước lẩu ngon vừa miệng giá cả hợp lý..."
298,Lẩu Tôm Càng Xiên - Bà Hạt,12/2016,11/12/2016 16:35,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Lẩu tôm càng gần 200k khá no. Tôm to tươi lại nhiều gạch. Bún ăn kèm khá nhiều hai người ăn không hết nếu ăn kèm món khác. Cơm hải sản hơi khô khoai tây giòn béo ngon. Đặc biệt sốt muối ớt xanh siêu ngon. Quán đômg nên ồn kinh. Quạt nhiều nên không nóng lắm. Nhà vệ sinh có sạch hơn xưa. Phục vụ nhanh và chu đáo"
299,Lẩu Tôm Càng Xiên - Bà Hạt,09/2019,3/9/2019 20:34,Âu,"Lẩu Tôm Càng Xiên
Hôm nay phòng party do bạn mới được lên chức danh sẵn đãi mng ăn, do mng vô trước vô sau nên ko chụp được nhiều. Quán ăn cua chắc thịt, tôm cũng okie. Món ăn tạm okie."
300,Lẩu Tôm Càng Xiên - Bà Hạt,10/2017,1/10/2017 19:56,Âu,"Ăn Lẩu
Được mời đến dự tiệc hợp mặt.. Thấy wan có ve xuống cấp... Máy lạnh đã chạy nước.. Ko đủ lạnh nên hộ trở thêm quạt.. Nên lẩu nấu hoài ko sôi.... Giá có bình dân... Thích hợp cho sinh Viên học Sinh... Tôm thì hơi nhỏ đối với mình... Kg chắc 15-20 con..."
301,Lẩu Tôm Càng Xiên - Bà Hạt,04/2018,2/4/2018 16:25,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Đến đây lần thứ 2 rồi. Quán buổi trưa không đông lắm, không gian máy lạnh rất mát mẻ. 
Về phần thức ăn: 
- Mực chiên giòn: khá ngon nhưng hơi bị nguội, bột chiên ăn lạ miệng
- Cua cháy tỏi: trưa nay chỉ còn cua nhỏ, cua hơi ít thịt, nhưng có gạch ngon, phần tỏi ăn ngon, có da heo nữa mà da heo cứng lắm
- Tôm kim sa: ngon lắm lắm luôn
- Lẩu tôm càng 12 con: nước ngon, tôm chắc thịt, tươi, ăn vừa miệng
Quán có món sụn gà rang muối ngon lắm mà trưa nay đến thì hết sụn gà mất rồi 😭😭😭
Nhân viên nhiệt tình lắm
Xem thêm"
302,Lẩu Tôm Càng Xiên - Bà Hạt,08/2016,28/8/2016 11:50,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Được dịp team mình được công ty thưởng nên lôi kéo các chị em bạn dì đi ăn mừng, lần trước ghé đây ăn rồi thấy chất lượng cũng ok nên cả đám ra đây ăn luôn. Bữa nay ngoài kêu lẩu tôm ra cũng kêu khá nhiều món khác, ăn cũng ngon, mình thích cua rang me của quán, cua thịt cũng chắc và to, sốt me chua chua ngọt ngọt ăn với bánh mì là xuất sắc. Gía cả các món cũng khá hợp lí, ói chung ăn ở đây mọi người đều thấy hài lòng, quán thích hợp để cùng bạn bè và gia đình ra ăn chung."
303,Lẩu Tôm Càng Xiên - Bà Hạt,08/2016,17/8/2016 18:05,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Lẩu tôm càng ngon giá rẻ 
. Không xuất sắc nhưng giá như v thì ổn, cua rang me loại 2 rẻ .99k à . chấm bánh mì ngon xuất sắc luôn. Rau muống xào cũng ngon. Mình ăn 8 ngừoi hết 1tr6 . no nê banh xác luôn :)"
304,Lẩu Tôm Càng Xiên - Bà Hạt,11/2016,28/11/2016 11:55,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Quán lúc nào đến cũng đông khách nhưng nhân viên phục vụ lại rất dễ thương. Vẫn ăn lẩu tôm, tôm vẫn tươi ngọt như ngày nào. Tuy nhiên tôm nướng thì ăn ko được ngon cho lắm và giá hơi cao, tuy nhiên tôm tươi và muối ớt cũng ngon nên thôi kệ vậy :))"
305,Lẩu Tôm Càng Xiên - Bà Hạt,02/2017,27/2/2017 0:29,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Hom trước ghé đây ăn nhìn chung khá ngon nêm nếm vừa nhân viên lơ ngơ lóng ngóng. Gọi mực sữa kim sa mà đem ra tôm kim sa. Kiu đổi lại thì nói hết mực rồi trong khi mới 6h tối thôi. Tôm càng hôm nay thấy có vẻ không ngon vì tôm ko còn sống

Ốc hương hấp sả và nướng mọi ok mà mắc quá tầm 150k/lạng. Con cá gì đó rang muối thì có độn gạo rang với da heo chiên nên tính ra giá ko phải rẻ"
306,Lẩu Tôm Càng Xiên - Bà Hạt,12/2017,5/12/2017 17:42,Âu,"Ăn ngon - Rẻ
Trưa chủ nhật trời mưa nên cả phòng kéo nhau đi ăn lẩu tôm càng xiên.
Không gian: Rộng rãi nhưng hơi nóng, nhìn bên ngoài có chút xíu nhưng bên trong rất rộng nha!
Món ăn: Ngon, hai món cá ăn rất lạ miệng, sườn xào chua ngọt thơm và giòn lắm nha. Lẩu ăn ngon, tôm tươi do mới vớt lên luôn á.
Giá cả: Rẻ hơn so với mặt bằng các quán khác, 9 người đi ăn uống no nê phủ phê mà có hết 855k. Quá rẻ cho một buổi ăn phủ phê!
Giữ xe free"
307,Lẩu Tôm Càng Xiên - Bà Hạt,10/2016,30/10/2016 16:50,Âu,"Lâu rồi ko ghé.
Nay quán có menu mới rồi mà sao cảm giác như ko nhìu bằng lúc trc. Lúc trước ngoài tôm còn có mấy món hải sản khác nữa. Giờ chỉ còn cua,, ốc hương, mực. Mà lại ít kiểu chế biến.
Về lẩu thì vẫn đậm đà như trc. Tôm tươi và dai. Nhưng sao thấy xiên que lại thấy ớn ớn. Vì nghe nói trog mấy cây xiên đó ngâm thuốc tẩy các kiểu đã vậy bỏ vào nồi lẩu nữa thì thôi lun. Nên rút kinh nghiệm sau này đi sẽ kiu pv đừng có xiên.
Mk kiu thêm món tôm nướng nữa muối. Cũng tươi và dai ăn kèm vs cơm cháy lạ miệng.
2ng 300k ăn muốn lếch luôn 😂. Chắc lâu rồi mới có cảm giác sợ tôm. 
Pv dt kiu 5ph là lên lẩu r. Còn món khác thì phải đợi.
Quán mới tuyển thêm nv nên có vẻ nhanh hơn trc.
Xem thêm"
308,Lẩu Tôm Càng Xiên - Bà Hạt,08/2017,3/8/2017 18:46,Âu,"Ngon
Đã ghé quán rất nhiều lần rôi. Lẩu tôm chua ngọt nêm rất vừa miệng. Tôm đem ra còn nhảy luôn. Các món khác cũng khá ngon. Cua thì k được tươi lắm. Ham ăn quá nên chỉ có 1 tấm hình lúc đợi lẩu sôi :))"
309,Lẩu Tôm Càng Xiên - Bà Hạt,11/2019,24/11/2019 7:24,Âu,"SIÊU TỆ
Đây là lần thứ 4 mình ăn tại quán, 2 lần chi nhánh q2 và 2 lần q10. Chi nhánb q10 ngày càng tệ. Thức ăn chế biến sẵn thì dùng tôm chết để làm cho khách, đồ ăn nguôi lạnh. Tôm nướng muối ớt nhạt nhẽo, nướng sẵn r phết sốt lên, chả thấm j. Tôm sốt Sing thì sốt lỏng như nước. Lấu thì trộn tôm chết cho khách. Khách bảo đổi thì bảo là do chờ lâu tôm bị đơ. Mình đạo tôm. Lần đầu tiên thấy con tôm đơ mà TRẮNG NHƯ XÁC CHẾT. Ăn vào đúng bở và có mùi lạ. Lúc về thấy rõ có ng ở trong hồ vớt tôm chết lên cho khách. Người iu mình bụng yếu, ăn về bị trúng thực lun. KHÔNG BAO GIỜ QUAY LẠI CHI NHÁNH NÀY NỮA."
310,Lẩu Tôm Càng Xiên - Bà Hạt,06/2017,3/6/2017 23:42,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Quán này ngày xưa là lẩu tôm 5 Ri thì fai
Lúc truóc khi là tên Lẩu tôm 5 Ri thì ăn thay chất lượng hơn
Bgio quán có vẻ k đông như xưa
Món cá chanh cháy tỏi k ngon"
311,Lẩu Tôm Càng Xiên - Bà Hạt,04/2018,11/4/2018 21:45,Âu,"CƠM CHIÊN VÀ LẨU NGON, GIÁ HỢP LÍ
Mình thường sang đây ăn do mình và bạn bè rất thích ăn tôm. Mình đi 4 người gọi 1 lẩu 8 tôm và các món ăn kèm như cơm chiên, mực chiên bột,.... Nước lẩu chua và thơm, rau nhiều, tôm rất to mình rất thích. Ngoài ra món cơm chiên ở đây làm rất đẹp mắt và vị rất ngon, lúc nào vào quán cũng 1 lẩu và 1 cơm chiên trước rồi tính những món kế tiếp. 
Điểm trừ cho quá là quán khá nóng, lên lầu có phòng lạnh nhưng cũng k khá hơn là mấy. Nhân viên có lẽ do đông khách và mệt quá nên mình muốn goi thêm gì cũng phải nhắc đến 2-3 bạn mới có."
312,Lẩu Tôm Càng Xiên - Bà Hạt,08/2016,20/8/2016 17:50,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Trong đầu nghĩ đi ăn lẩu tôm là nhớ tới quán này ngay. Thích nhất nước lẩu đậm đà thơm ơi là thơm. Tôm thì bắt sống rồi đem xiên liền nên còn ngoe nguẩy đảm bảo độ tươi, ăn ngọt thịt lắm nha. Một nồi lẩu có trăm mấy tính ra không mắc nào là bún rồi rau tá lả. Bữa có kêu thêm mực chiên giòn chấm mắm me ăn siêu đã. Phục vụ nhanh lẹ, không gian rộng rãi."
313,Lẩu Tôm Càng Xiên - Bà Hạt,04/2018,2/4/2018 14:41,Âu,"Ngon lắm huhu
Ở đây ngon lắm luôn á huhu mỗi tội thứ 7 chủ nhật khá đông người nên hơi ồn . Được cái chỗ rộng nên ngồi cũng thoải mái . Nhà mình gọi lẩu tôm càng xiên , cua sốt cà ri và cua sốt singapore ( vì nhà mình ghiền cua hihi ) và mực kim sa . Đúng là đặc sản ở đây là tôm nên tôm thịt chắc , ngọt còn cua thì cũng dc , ko bỡ . Sốt kim sa thì béo ngậy , ăn nhiều hơi ngán nha . Nhân viên thì chừng 10 15p là quay qua châm thêm nước lẩu / dọn dĩa / thêm đá à . Mình có nhậu nên chụp hình hơi xỉn xỉn xíu :))) .Nói chung là ngon lắm mọi ng nên thử nha :>"
314,Lẩu Tôm Càng Xiên - Bà Hạt,04/2017,12/4/2017 11:54,Âu,"Lẩu Tôm Càng Xiên - Trần Nhân Tôn
Lần cuối cùng mình đến đây là hồi đợt tết. Mẹ ơi ta nói ngồi ăn mà gián bò lổm nhổm trên sàn, bò cả lên bàn và lên người khách luôn. 
Mình ăn ở đây nhiều lần rồi vì gần nhà. Nhưng thấy càng ngày càng tệ, nước lẩu cũng không còn ngon như hồi đầu. Quán cũng không vệ sinh lắm.
Chỉ có nhân viên phục vụ là ok, nhưng mà tùy bạn thôi."
315,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,10/2023,12/10/2023 15:29,Âu,"Lẩu Nấm Thiên Nhiên Ashima -***
Tốt cho sk"
316,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,04/2019,4/04/2019 0:08,Âu,"Món ngon, giá ổn, địa điểm phù hợp để đi ăn cùng khách hàng
Bên công ty mình có dịp đãi khách hàng từ HN vào SG, gọi khai vị + set Lộng Lẫy + gà H'Mông + rau + mì ashima + vang trắng vừa đủ cho 6 người ăn. Do khách bên mình cũng thuộc tuýp thanh đạm, không ăn nhiều thịt, và trước đó tụi mình đã ăn một xíu trái cây rồi.
Nấm vừa ăn, gà H'mông thịt dai và ngọt. Khách bên mình khen nước lẩu thơm và vừa miệng, nghe xong cũng mát lòng mát dạ. Sếp mình cũng khen hôm nay ăn ngon hơn mọi khi. 
Nhân viên phục vụ bàn mình là 1 bạn nhân viên mới, khi hỏi về nấm thì có loại vẫn chưa thuộc, nhưng đc cái thật thà, cái nào không biết nói không biết chứ không nói đại, nói ""để e hỏi chị level cao hơn"", nchung cũng dễ thương.
Hơi hoang mang xíu vì menu nhiều sự lựa chọn quá, không có nhân viên tư vấn chắc khỏi biết chọn gì luôn.
Túm lại mình thấy Ashima đãi khách thì ổn, món ngon, không kén khẩu vị, giá khá ổn cho 1 lần đãi khách, không gian cũng nhẹ nhàng dễ nói chuyện
Xem thêm"
317,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,10/2023,12/10/2023 13:00,Âu,"Lẩu Nấm Thiên Nhiên Ashima -***
Lần sau tới Phú Quốc sẽ gặp lại Hạnh Nhung"
318,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,05/2021,4/05/2021 23:36,Âu,"Lẩu nấm thiên nhiên
Được bạn bè rủ đi ăn lẩu nấm ở đây, lần đầu tiên ăn nên cũng khá bất ngờ vì các bạn nhân viên rất thân thiện, chu đáo phục vụ suốt buổi ăn. Nước lẩu thì rất vừa miệng, nấm thì đa dạng, nhiều loại topping tha hồ lựa chọn. Không gian siêu thoải mái. 
Ngon, sẽ quay lại."
319,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,03/2021,28/03/2021 21:30,Âu,"Lẩu Nấm Thiên Nhiên Ashima -***
Hôm trước có ghé lại Ashima ăn lẩu, thì được nhân viên giới thiệu cho món lẩu mới cái gì mà nước lẩu trái cây mà có cả viên collagen để thả vô lẩu. Nghe thôi là thấy tốt cho sức khoẻ lại còn đẹp da rồi nên quyết định order luôn. Sau đó thì thấy quyết định của mình thật sáng suốt nước lẩu ngọt thanh khá là ngon hợp với khẩu vị của mình cực mà chưa hết có kèm một dĩa bò wagyu nữa thịt bò mềm ăn ngon tuyệt. Mọi người có dịp thì ghé dùng thử món này nha, không làm mọi người thất vọng đâu."
320,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,10/2023,12/10/2023 12:56,Âu,"Lẩu Nấm Thiên Nhiên Ashima -***
Ngon"
321,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,04/2021,29/04/2021 23:35,Âu,"Lẩu ngon suất sắc
Nhân viên chu đáo , nhiệt tình, thân thiện . Nước lẩu vừa dùng, nhiều loại nấm đa dạng , đồ ăn ngon khỏi bàn . Có dịp sẽ quay lại ^^"
322,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,08/2019,4/08/2019 15:02,Âu,"Lẩu Nấm Thiên Nhiên Ashima - Tú Xương
Đồ ăn khá ngon, nhưng viên thì nhiệt tình quá trời. Mình chỉ cần ăn mọi việc đã có phục vụ làm giúp nè. Không gian thì sang trọng cộng thêm nhạc nghe rât êm tai. Bò cuộn nấm kim châm với lươn nhật cuộn nấm tiên siêu ngon nhé .Nói chung mình rất thích luôn. Dù món ăn lên hơi chậm xíu nhưng mình thây rất xứng đáng."
323,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,04/2021,26/04/2021 10:47,Âu,"Lẩu ngon, view đẹp, nhân viên nhiệt tình
Nước lẩu mới thanh đạm, ngon, nhân viên tư vấn và phục vụ tận tình, ra về còn được tặng quà xịn xò"
